Step,Node_Index,R,G,B,diffR,diffG,diffB
400,73,49.662,177.146,152.985,1.98,3.205,-19.146
400,74,58.323,142.054,179.647,-0.202,14.153,-21.064
400,75,61.033,123.7,182.919,1.871,23.176,-21.133
400,76,89.309,86.852,179.179,7.349,21.014,-19.809
400,77,110.595,60.543,166.34,30.59,2.059,-20.841
400,78,143.992,34.987,148.117,23.678,8.656,-21.128
400,79,169.918,22.725,131.067,18.284,10.829,-20.206
400,80,30.93,129.139,90.918,-1.912,7.591,6.107
400,81,29.12,142.717,101.611,-0.441,9.015,9.876
400,82,29.314,152.422,114.357,3.474,9.232,6.386
400,83,37.959,159.041,151.389,2.638,-5.216,-21.423
400,84,48.859,131.156,183.816,-1.589,22.672,-31.713
400,85,55.814,116.529,191.824,0.979,19.198,-21.6
400,86,76.052,86.971,192.791,7.21,18.248,-15.445
400,87,107.543,47.089,185.792,14.078,17.276,-9.892
400,88,122.86,32.332,177.946,21.233,5.906,-8.335
400,89,156.401,21.619,154.772,15.746,9.178,-17.499
400,90,31.553,95.034,85.095,0.493,-17.983,-1.285
400,91,28.444,125.615,97.295,-1.914,8.809,8.564
400,92,28.289,139.595,119.946,0.899,6.462,-1.674
400,93,30.807,137.84,158.15,2.034,0.079,-21.377
400,94,41.672,122.044,196.416,6.341,13.199,-31.367
400,95,52.554,105.245,209.365,9.546,20.292,-29.295
400,96,69.06,84.325,210.617,14.607,4.821,-18.183
400,97,101.474,45.516,199.536,6.279,20.927,-4.239
400,98,119.378,32.163,191.025,16.835,12.833,-6.741
400,99,148.938,19.646,181.274,-0.125,11.791,3.492
500,0,248.565,245.828,238.749,-2.055,-1.021,-3.042
500,1,246.837,242.38,235.709,-2.785,-4.078,-4.306
500,2,247.608,234.085,215.959,-2.235,-4.072,0.014
500,3,245.37,222.395,195.344,-2.986,-3.887,5.329
500,4,245.45,215.044,182.595,-4.768,-7.179,2.298
500,5,240.893,206.427,163.21,-6.855,-11.944,-13.241
500,6,229.858,206.185,135.105,-3.483,-7.176,-12.304
500,7,199.662,199.987,71.167,6.281,-2.43,9.36
500,8,189.165,197.895,35.951,1.774,-0.442,-1.63
500,9,185.193,199.742,21.743,4.166,-1.822,0.295
500,10,244.63,243.414,238.099,-5.891,-2.296,-3.593
500,11,240.632,238.84,235.418,-6.971,-5.235,-3.906
500,12,242.58,230.858,217.255,-5.99,-4.615,0.669
500,13,238.629,212.016,200.692,-6.223,-3.176,1.465
500,14,240.587,200.739,187.187,-8.465,-8.356,-3.735
500,15,239.957,192.214,171.166,-8.146,-7.893,-8.97
500,16,231.369,189.389,133.351,-4.632,-3.918,-4.438
500,17,207.624,175.519,65.565,1.139,2.087,11.222
500,18,202.509,174.344,50.188,0.726,0.805,4.882
500,19,193.361,181.155,28.753,0.17,0.041,-1.933
500,20,218.881,239.38,235.518,2.869,-6.164,-0.429
500,21,220.141,236.404,233.452,2.489,-6.252,-1.257
500,22,225.214,210.545,223.881,-2.693,4.581,-2.578
500,23,232.906,201.085,202.457,-7.963,-3.397,0.144
500,24,230.148,187.657,188.154,-6.816,-3.677,-6.546
500,25,235.6,173.958,169.534,-5.918,0.542,-2.548
500,26,225.523,146.977,136.043,-4.857,16.796,-1.606
500,27,216.063,146.247,73.425,-7.584,3.461,5.221
500,28,206.155,156.477,52.046,-3.042,-3.227,1.204
500,29,203.345,151.668,37.561,-2.907,-10.018,-0.781
500,30,182.299,231.257,228.178,10.21,-5.184,3.515
500,31,184.817,224.733,225.493,7.96,-6.478,2.684
500,32,186.128,208.968,222.13,1.964,-2.489,1.63
500,33,202.037,174.114,202.574,-1.863,6.603,-0.718
500,34,205.944,164.65,193.219,3.475,8.786,-4.632
500,35,214.577,147.802,163.924,3.0,8.504,-2.154
500,36,217.903,127.407,130.238,-8.951,5.318,-5.973
500,37,218.638,123.952,84.801,-6.612,1.812,-5.47
500,38,221.088,105.477,52.74,-10.159,8.0,-1.053
500,39,219.884,101.066,44.583,-9.822,5.789,-5.301
500,40,154.597,226.987,218.885,6.58,-9.561,2.119
500,41,163.572,220.783,216.498,5.396,-8.507,4.785
500,42,164.266,204.469,205.972,-5.065,-0.444,5.737
500,43,176.717,174.738,192.569,-0.045,6.132,5.109
500,44,176.117,158.861,186.055,-3.609,8.253,0.58
500,45,190.223,140.51,164.686,3.042,3.935,-3.755
500,46,198.419,127.902,138.744,-4.799,-2.129,-13.172
500,47,211.844,94.615,88.54,-10.196,3.917,-2.341
500,48,216.266,84.173,56.413,-12.509,-0.457,0.17
500,49,219.096,76.226,50.306,-7.001,0.182,0.048
500,50,118.64,215.267,180.526,-4.295,-11.918,0.263
500,51,121.14,216.06,180.883,-9.02,-7.256,-1.724
500,52,123.59,207.172,189.753,-12.159,-0.193,-3.536
500,53,139.092,178.389,188.311,-5.205,9.276,-0.815
500,54,143.726,164.242,180.768,-2.219,3.787,-8.85
500,55,159.211,146.998,168.753,-7.093,0.396,-12.566
500,56,172.106,117.431,127.741,1.295,-13.197,-17.487
500,57,189.049,76.949,95.042,-5.113,4.709,-5.006
500,58,200.55,60.846,77.255,-8.715,7.264,-1.731
500,59,208.703,44.524,65.627,-7.048,4.666,-2.563
500,60,82.595,188.448,135.093,-16.899,-16.292,-1.435
500,61,82.549,198.573,147.491,-13.668,-9.584,-4.84
500,62,88.334,194.079,162.926,-16.357,5.838,-13.489
500,63,94.658,186.833,173.439,-10.691,2.504,-15.725
500,64,102.618,173.041,170.726,-14.56,-0.273,-19.598
500,65,115.185,150.498,166.307,-7.504,-6.641,-17.963
500,66,131.79,117.227,149.287,-5.542,-9.147,-16.484
500,67,166.367,60.629,104.747,-3.069,4.881,-3.487
500,68,179.552,43.777,92.181,-7.454,5.655,0.991
500,69,188.771,33.987,84.637,-6.921,7.816,0.707
500,70,50.389,149.71,91.765,-8.115,-2.25,15.898
500,71,49.771,166.887,118.688,-7.346,-6.03,-0.285
500,72,53.673,175.631,137.942,-12.126,-6.92,-16.915
500,73,69.521,179.587,171.819,-19.859,-2.441,-18.834
500,74,78.661,158.823,185.12,-20.338,-16.769,-5.473
500,75,81.892,142.507,186.756,-20.859,-18.807,-3.837
500,76,95.076,94.695,181.291,-5.767,-7.843,-2.112
500,77,116.586,64.513,164.741,-5.991,-3.97,1.599
500,78,155.528,34.711,138.77,-11.536,0.276,9.347
500,79,176.447,21.681,125.537,-6.529,1.044,5.53
500,80,36.396,130.772,77.155,-5.466,-1.633,13.763
500,81,37.349,151.891,106.423,-8.229,-9.174,-4.812
500,82,42.036,161.522,129.305,-12.722,-9.1,-14.948
500,83,47.504,167.937,172.125,-9.545,-8.896,-20.736
500,84,58.984,146.01,192.028,-10.125,-14.854,-8.212
500,85,67.115,130.576,195.319,-11.301,-14.047,-3.495
500,86,86.043,92.025,192.555,-9.991,-5.054,0.236
500,87,114.53,52.744,184.518,-6.987,-5.655,1.274
500,88,128.962,35.526,178.566,-6.102,-3.194,-0.62
500,89,156.705,22.136,158.235,-0.304,-0.517,-3.463
500,90,35.834,107.246,75.166,-4.281,-12.212,9.929
500,91,31.973,131.329,91.448,-3.529,-5.714,5.847
500,92,29.792,146.739,124.438,-1.503,-7.144,-4.492
500,93,35.824,150.018,173.106,-5.017,-12.178,-14.956
500,94,49.092,135.534,200.673,-7.42,-13.49,-4.257
500,95,59.927,113.155,211.942,-7.373,-7.91,-2.577
500,96,74.014,85.931,209.854,-4.954,-1.606,0.763
500,97,104.953,50.38,198.69,-3.479,-4.864,0.846
500,98,125.711,35.598,189.442,-6.333,-3.435,1.583
500,99,152.736,19.408,181.015,-3.798,0.238,0.259
600,0,247.937,245.813,236.928,0.628,0.015,1.821
600,1,248.244,242.481,231.804,-1.407,-0.101,3.905
600,2,249.136,234.989,213.658,-1.528,-0.904,2.301
600,3,247.819,228.497,196.489,-2.449,-6.102,-1.145
600,4,246.239,221.945,183.124,-0.789,-6.901,-0.529
600,5,241.585,212.291,166.71,-0.692,-5.864,-3.5
600,6,232.407,205.806,140.644,-2.549,0.379,-5.539
600,7,196.17,202.507,66.405,3.492,-2.52,4.762
600,8,184.81,202.247,32.686,4.355,-4.352,3.265
600,9,180.913,204.338,19.451,4.28,-4.596,2.292
600,10,241.978,243.684,239.073,2.652,-0.27,-0.974
600,11,239.941,238.588,231.756,0.691,0.252,3.662
600,12,242.839,233.72,220.629,-0.259,-2.862,-3.374
600,13,241.806,220.137,198.785,-3.177,-8.121,1.907
600,14,239.934,203.519,186.341,0.653,-2.78,0.846
600,15,242.388,193.171,168.107,-2.431,-0.957,3.059
600,16,232.872,183.356,130.532,-1.503,6.033,2.819
600,17,210.484,170.406,73.253,-2.86,5.113,-7.688
600,18,197.157,175.614,47.013,5.352,-1.27,3.175
600,19,190.657,177.909,26.596,2.704,3.246,2.157
600,20,201.399,236.311,235.026,17.482,3.069,0.492
600,21,215.403,232.514,233.124,4.738,3.89,0.328
600,22,219.649,212.364,222.213,5.565,-1.819,1.668
600,23,228.223,190.527,209.985,4.683,10.558,-7.528
600,24,232.281,175.779,195.196,-2.133,11.878,-7.042
600,25,236.675,160.29,174.168,-1.075,13.668,-4.634
600,26,230.151,144.728,133.729,-4.628,2.249,2.314
600,27,217.663,143.192,78.758,-1.6,3.055,-5.333
600,28,208.765,149.342,51.601,-2.61,7.135,0.445
600,29,201.791,152.812,34.281,1.554,-1.144,3.28
600,30,171.183,231.013,229.12,11.116,0.244,-0.942
600,31,172.433,222.905,223.397,12.384,1.828,2.096
600,32,191.509,200.187,222.308,-5.381,8.781,-0.178
600,33,207.254,169.064,207.714,-5.217,5.05,-5.14
600,34,213.045,157.678,201.267,-7.101,6.972,-8.048
600,35,223.485,144.596,177.451,-8.908,3.206,-13.527
600,36,224.73,129.572,141.187,-6.827,-2.165,-10.949
600,37,223.181,122.606,90.004,-4.543,1.346,-5.203
600,38,215.974,109.456,52.458,5.114,-3.979,0.282
600,39,218.162,99.654,39.95,1.722,1.412,4.633
600,40,149.981,229.866,217.229,4.616,-2.879,1.656
600,41,156.307,225.144,215.428,7.265,-4.361,1.07
600,42,163.185,209.734,206.232,1.081,-5.265,-0.26
600,43,186.807,170.846,198.388,-10.09,3.892,-5.819
600,44,190.751,155.125,192.42,-14.634,3.736,-6.365
600,45,202.783,137.28,173.991,-12.56,3.23,-9.305
600,46,200.187,123.001,136.05,-1.768,4.901,2.694
600,47,210.035,96.257,87.353,1.809,-1.642,1.187
600,48,210.246,74.307,55.811,6.02,9.866,0.602
600,49,211.535,67.441,44.569,7.561,8.785,5.737
600,50,123.514,221.691,187.981,-4.874,-6.424,-7.455
600,51,128.933,222.716,189.022,-7.793,-6.656,-8.139
600,52,121.942,210.778,181.885,1.648,-3.606,7.868
600,53,143.771,179.775,183.75,-4.679,-1.386,4.561
600,54,153.072,163.927,182.968,-9.346,0.315,-2.2
600,55,155.952,142.427,160.215,3.259,4.571,8.538
600,56,164.218,115.967,121.959,7.888,1.464,5.782
600,57,177.797,78.376,90.123,11.252,-1.427,4.919
600,58,190.347,53.695,63.862,10.203,7.151,13.393
600,59,195.915,41.86,53.171,12.788,2.664,12.456
600,60,89.51,190.798,128.678,-6.915,-2.35,6.415
600,61,78.468,204.98,141.073,4.081,-6.407,6.418
600,62,85.155,202.643,159.294,3.179,-8.564,3.632
600,63,89.064,191.304,172.741,5.594,-4.471,0.698
600,64,105.236,172.396,168.619,-2.618,0.645,2.107
600,65,116.803,145.38,157.115,-1.618,5.118,9.192
600,66,129.696,113.21,141.281,2.094,4.017,8.006
600,67,158.423,70.0,96.787,7.944,-9.371,7.96
600,68,173.924,45.419,72.608,5.628,-1.642,19.573
600,69,182.552,35.616,65.546,6.219,-1.629,19.091
600,70,49.913,148.541,79.518,0.476,1.169,12.247
600,71,52.113,171.231,99.534,-2.342,-4.344,19.154
600,72,48.418,186.151,142.75,5.255,-10.52,-4.808
600,73,64.322,187.632,172.405,5.199,-8.045,-0.586
600,74,74.323,169.995,184.555,4.338,-11.172,0.565
600,75,91.719,134.112,180.805,-9.827,8.395,5.951
600,76,98.353,97.905,179.072,-3.277,-3.21,2.219
600,77,121.057,74.591,153.256,-4.471,-10.078,11.485
600,78,156.406,38.583,115.505,-0.878,-3.872,23.265
600,79,174.624,25.336,102.783,1.823,-3.655,22.754
600,80,44.027,129.024,66.191,-7.631,1.748,10.964
600,81,41.439,150.035,90.347,-4.09,1.856,16.076
600,82,44.923,171.626,123.191,-2.887,-10.104,6.114
600,83,42.984,179.781,176.698,4.52,-11.844,-4.573
600,84,59.583,154.674,195.239,-0.599,-8.664,-3.211
600,85,66.175,120.678,206.183,0.94,9.898,-10.864
600,86,84.762,88.421,199.391,1.281,3.604,-6.836
600,87,106.613,54.231,195.195,7.917,-1.487,-10.677
600,88,133.332,37.479,176.407,-4.37,-1.953,2.159
600,89,155.072,21.455,157.209,1.633,0.681,1.026
600,90,42.44,108.97,67.136,-6.606,-1.724,8.03
600,91,38.868,124.982,79.281,-6.895,6.347,12.167
600,92,27.586,148.56,128.719,2.206,-1.821,-4.281
600,93,33.75,154.7,176.687,2.074,-4.682,-3.581
600,94,45.873,138.397,204.168,3.219,-2.863,-3.495
600,95,60.171,106.137,219.129,-0.244,7.018,-7.187
600,96,74.894,80.055,216.178,-0.88,5.876,-6.324
600,97,99.664,49.657,206.519,5.289,0.723,-7.829
600,98,123.975,33.397,193.6,1.736,2.201,-4.158
600,99,152.478,19.868,183.914,0.258,-0.46,-2.899
700,0,245.958,247.525,240.171,1.979,-1.712,-3.243
700,1,247.66,245.673,231.71,0.584,-3.192,0.094
700,2,250.412,239.176,214.634,-1.276,-4.187,-0.976
700,3,249.58,228.097,198.051,-1.761,0.4,-1.562
700,4,247.664,217.924,183.585,-1.425,4.021,-0.461
700,5,242.343,210.064,168.402,-0.758,2.227,-1.692
700,6,231.829,203.617,138.84,0.578,2.189,1.804
700,7,201.324,200.637,75.626,-5.154,1.87,-9.221
700,8,192.793,203.737,32.052,-7.983,-1.49,0.634
700,9,188.521,207.463,17.453,-7.608,-3.125,1.998
700,10,241.485,246.351,242.096,0.493,-2.667,-3.023
700,11,242.342,243.422,232.34,-2.401,-4.834,-0.584
700,12,245.22,237.563,219.297,-2.381,-3.843,1.332
700,13,245.523,222.448,200.097,-3.717,-2.311,-1.312
700,14,243.29,203.962,186.309,-3.356,-0.443,0.032
700,15,243.28,191.506,165.434,-0.892,1.665,2.673
700,16,233.907,179.175,129.014,-1.035,4.181,1.518
700,17,217.129,168.726,85.941,-6.645,1.68,-12.688
700,18,201.886,171.869,41.035,-4.729,3.745,5.978
700,19,195.8,173.76,22.285,-5.143,4.149,4.311
700,20,204.753,239.445,239.023,-3.354,-3.134,-3.997
700,21,215.823,235.116,235.208,-0.42,-2.602,-2.084
700,22,220.162,207.92,221.778,-0.513,4.444,0.435
700,23,228.827,184.471,212.572,-0.604,6.056,-2.587
700,24,233.666,166.847,200.805,-1.385,8.932,-5.609
700,25,238.194,156.018,173.132,-1.519,4.272,1.036
700,26,234.32,144.198,128.972,-4.169,0.53,4.757
700,27,224.443,143.587,87.426,-6.78,-0.395,-8.668
700,28,209.847,141.956,46.854,-1.082,7.386,4.747
700,29,200.455,144.95,29.801,1.336,7.862,4.48
700,30,169.676,232.723,229.265,1.507,-1.71,-0.145
700,31,172.797,224.073,223.991,-0.364,-1.168,-0.594
700,32,196.557,194.263,221.996,-5.048,5.924,0.312
700,33,210.868,164.352,212.685,-3.614,4.712,-4.971
700,34,217.603,150.822,206.286,-4.558,6.856,-5.019
700,35,226.615,138.992,176.269,-3.13,5.604,1.182
700,36,228.929,127.666,133.822,-4.199,1.906,7.365
700,37,226.068,123.218,92.854,-2.887,-0.612,-2.85
700,38,214.215,112.714,48.108,1.759,-3.258,4.35
700,39,212.589,106.408,34.503,5.573,-6.754,5.447
700,40,150.722,232.047,215.943,-0.741,-2.181,1.286
700,41,156.558,226.752,214.028,-0.251,-1.608,1.4
700,42,170.488,202.444,204.875,-7.303,7.29,1.357
700,43,193.189,165.689,202.08,-6.382,5.157,-3.692
700,44,198.486,151.498,196.704,-7.735,3.627,-4.284
700,45,205.561,135.224,177.895,-2.778,2.056,-3.904
700,46,205.523,121.356,131.856,-5.336,1.645,4.194
700,47,210.639,98.823,87.374,-0.604,-2.566,-0.021
700,48,213.78,75.252,52.913,-3.534,-0.945,2.898
700,49,213.047,65.756,39.892,-1.512,1.685,4.677
700,50,124.637,223.96,186.987,-1.123,-2.269,0.994
700,51,128.562,224.001,186.76,0.371,-1.285,2.262
700,52,122.973,210.638,177.935,-1.031,0.14,3.95
700,53,143.329,180.638,180.508,0.442,-0.863,3.242
700,54,152.219,164.225,179.396,0.853,-0.298,3.572
700,55,153.468,142.278,157.955,2.484,0.149,2.26
700,56,161.249,117.963,124.08,2.969,-1.996,-2.121
700,57,174.427,84.912,93.431,3.37,-6.536,-3.308
700,58,194.727,51.96,58.676,-4.38,1.735,5.186
700,59,200.336,39.35,47.478,-4.421,2.51,5.693
700,60,89.521,191.537,119.72,-0.011,-0.739,8.958
700,61,75.011,207.711,130.463,3.457,-2.731,10.61
700,62,79.05,208.536,151.73,6.105,-5.893,7.564
700,63,86.425,197.381,170.957,2.639,-6.077,1.784
700,64,107.13,174.553,169.835,-1.894,-2.157,-1.216
700,65,119.05,144.316,155.593,-2.247,1.064,1.522
700,66,124.206,111.882,141.138,5.49,1.328,0.143
700,67,147.185,72.026,102.857,11.238,-2.026,-6.07
700,68,172.104,41.337,77.073,1.82,4.082,-4.465
700,69,187.263,31.898,66.917,-4.711,3.718,-1.371
700,70,46.915,148.102,62.062,2.998,0.439,17.456
700,71,46.789,172.839,82.925,5.324,-1.608,16.609
700,72,47.495,196.93,139.462,0.923,-10.779,3.288
700,73,60.639,196.555,171.862,3.683,-8.923,0.543
700,74,75.424,172.787,185.259,-1.101,-2.792,-0.704
700,75,96.407,131.189,179.388,-4.688,2.923,1.417
700,76,93.069,91.767,172.818,5.284,6.138,6.254
700,77,106.788,69.412,153.3,14.269,5.179,-0.044
700,78,141.723,34.693,120.718,14.683,3.89,-5.213
700,79,175.063,23.852,106.796,-0.439,1.484,-4.013
700,80,39.89,129.99,51.422,4.137,-0.966,14.769
700,81,36.594,151.188,71.12,4.845,-1.153,19.227
700,82,43.251,183.511,123.902,1.672,-11.885,-0.711
700,83,42.05,188.182,175.642,0.934,-8.401,1.056
700,84,60.213,159.277,196.039,-0.63,-4.603,-0.8
700,85,65.617,110.413,210.841,0.558,10.265,-4.658
700,86,73.706,74.052,196.736,11.056,14.369,2.655
700,87,93.58,47.199,191.487,13.033,7.032,3.708
700,88,129.77,33.113,176.339,3.562,4.366,0.068
700,89,159.883,23.296,168.884,-4.811,-1.841,-11.675
700,90,35.972,109.73,54.723,6.468,-0.76,12.413
700,91,34.131,120.999,65.092,4.737,3.983,14.189
700,92,27.586,148.56,128.719,0.0,-0.0,0.0
700,93,33.75,154.7,176.687,-0.0,-0.0,0.0
700,94,45.873,138.397,204.168,0.0,-0.0,-0.0
700,95,59.025,96.823,222.244,1.146,9.314,-3.115
700,96,66.172,68.79,214.765,8.722,11.265,1.413
700,97,91.954,44.717,206.403,7.71,4.94,0.116
700,98,126.288,31.632,196.685,-2.313,1.765,-3.085
700,99,156.135,23.502,193.948,-3.657,-3.634,-10.034
800,0,247.128,247.889,241.292,-1.17,-0.364,-1.121
800,1,248.69,246.077,233.727,-1.03,-0.404,-2.017
800,2,250.992,239.625,215.897,-0.58,-0.449,-1.263
800,3,250.627,226.441,197.14,-1.047,1.656,0.911
800,4,249.326,217.305,183.872,-1.662,0.619,-0.287
800,5,243.931,210.731,169.586,-1.588,-0.667,-1.184
800,6,232.248,204.474,139.843,-0.419,-0.857,-1.003
800,7,200.713,202.177,76.544,0.611,-1.54,-0.918
800,8,199.582,211.927,27.059,-6.789,-8.19,4.993
800,9,199.282,216.158,15.465,-10.761,-8.695,1.988
800,10,242.914,247.254,243.001,-1.429,-0.903,-0.905
800,11,242.26,242.507,232.989,0.082,0.915,-0.649
800,12,242.651,235.548,218.912,2.569,2.015,0.385
800,13,244.828,220.749,201.048,0.695,1.699,-0.951
800,14,245.503,205.001,186.393,-2.213,-1.039,-0.084
800,15,243.91,192.368,164.538,-0.63,-0.862,0.896
800,16,234.564,178.134,126.668,-0.657,1.041,2.346
800,17,218.328,171.71,87.76,-1.199,-2.984,-1.819
800,18,205.198,175.424,40.029,-3.312,-3.555,1.006
800,19,202.548,184.904,18.892,-6.748,-11.144,3.393
800,20,204.1,239.397,239.431,0.653,0.048,-0.408
800,21,212.835,233.178,233.756,2.988,1.938,1.452
800,22,216.899,207.996,221.193,3.263,-0.076,0.585
800,23,228.444,186.827,212.208,0.383,-2.356,0.364
800,24,234.88,168.147,201.18,-1.214,-1.3,-0.375
800,25,238.836,158.455,169.957,-0.642,-2.437,3.175
800,26,236.889,145.364,120.961,-2.569,-1.166,8.011
800,27,228.767,144.055,87.399,-4.324,-0.468,0.027
800,28,214.909,139.015,49.826,-5.062,2.941,-2.972
800,29,200.938,140.723,28.979,-0.483,4.227,0.822
800,30,165.577,228.488,232.483,4.099,4.235,-3.218
800,31,173.497,221.962,226.2,-0.7,2.111,-2.209
800,32,197.74,196.871,221.674,-1.183,-2.608,0.322
800,33,211.613,168.484,213.187,-0.745,-4.132,-0.502
800,34,215.929,147.41,207.084,1.674,3.412,-0.798
800,35,224.736,136.05,175.467,1.879,2.942,0.802
800,36,229.851,128.45,128.696,-0.922,-0.784,5.126
800,37,231.858,127.235,91.373,-5.79,-4.017,1.481
800,38,218.024,118.561,50.923,-3.809,-5.847,-2.815
800,39,211.497,108.532,30.597,1.092,-2.124,3.906
800,40,150.256,227.823,221.304,0.466,4.224,-5.361
800,41,155.262,224.689,218.415,1.296,2.063,-4.387
800,42,169.279,202.425,200.109,1.209,0.019,4.766
800,43,188.171,167.935,195.582,5.018,-2.246,6.498
800,44,192.639,151.008,192.859,5.847,0.49,3.845
800,45,202.283,132.11,179.258,3.278,3.114,-1.363
800,46,207.443,118.828,132.983,-1.92,2.528,-1.127
800,47,209.257,98.208,83.068,1.382,0.615,4.306
800,48,210.312,76.25,49.047,3.468,-0.998,3.866
800,49,211.315,64.117,35.813,1.732,1.639,4.079
800,50,127.087,222.386,194.658,-2.45,1.574,-7.671
800,51,130.231,223.628,190.86,-1.669,0.373,-4.1
800,52,126.177,209.639,173.232,-3.204,0.999,4.703
800,53,144.204,181.183,175.198,-0.875,-0.545,5.31
800,54,152.88,162.017,176.134,-0.661,2.208,3.262
800,55,152.739,138.32,161.016,0.729,3.958,-3.061
800,56,158.888,118.286,131.643,2.361,-0.323,-7.563
800,57,167.91,83.577,87.757,6.517,1.335,5.674
800,58,188.403,49.919,52.202,6.324,2.041,6.474
800,59,196.539,40.086,42.156,3.797,-0.736,5.322
800,60,91.468,193.39,120.726,-1.947,-1.853,-1.006
800,61,75.543,210.759,132.061,-0.532,-3.048,-1.598
800,62,80.539,211.344,152.776,-1.489,-2.808,-1.046
800,63,91.434,198.039,168.818,-5.009,-0.658,2.139
800,64,111.468,175.573,168.109,-4.338,-1.02,1.726
800,65,117.83,141.545,157.248,1.22,2.771,-1.655
800,66,122.269,113.433,144.111,1.937,-1.551,-2.973
800,67,142.783,72.58,102.724,4.402,-0.554,0.133
800,68,166.408,41.71,70.488,5.696,-0.373,6.585
800,69,184.518,30.68,63.885,2.745,1.218,3.032
800,70,46.862,147.569,63.521,0.053,0.533,-1.459
800,71,43.778,176.175,89.097,3.011,-3.336,-6.172
800,72,43.932,198.138,140.043,3.563,-1.208,-0.581
800,73,55.471,200.388,170.476,5.168,-3.833,1.386
800,74,74.824,172.249,184.525,0.6,0.538,0.734
800,75,97.22,129.698,177.38,-0.813,1.491,2.008
800,76,92.294,94.277,170.667,0.775,-2.51,2.151
800,77,103.976,67.982,151.324,2.812,1.43,1.976
800,78,139.63,31.209,117.94,2.093,3.484,2.778
800,79,173.473,22.668,105.274,1.59,1.184,1.522
800,80,39.404,125.984,51.218,0.486,4.006,0.204
800,81,35.001,146.605,74.693,1.593,4.583,-3.573
800,82,38.646,181.989,126.784,4.605,1.522,-2.882
800,83,38.352,187.105,173.343,3.698,1.077,2.299
800,84,57.275,161.432,198.38,2.938,-2.155,-2.341
800,85,65.107,112.523,211.275,0.51,-2.11,-0.434
800,86,71.891,72.766,195.294,1.815,1.286,1.442
800,87,90.832,44.951,187.553,2.748,2.248,3.934
800,88,132.114,27.76,180.359,-2.344,5.353,-4.02
800,89,166.36,20.096,176.806,-6.477,3.2,-7.922
800,90,35.959,108.951,52.622,0.013,0.779,2.101
800,91,33.174,120.799,67.428,0.957,0.2,-2.336
800,92,27.446,148.108,126.944,0.14,0.452,1.775
800,93,30.88,155.623,174.224,2.87,-0.923,2.463
800,94,44.048,140.767,206.252,1.825,-2.37,-2.084
800,95,57.184,100.574,223.545,1.841,-3.751,-1.301
800,96,64.183,68.114,212.595,1.989,0.676,2.17
800,97,90.885,43.312,203.516,1.069,1.405,2.887
800,98,134.235,27.276,200.049,-7.947,4.356,-3.364
800,99,163.736,20.402,201.01,-7.601,3.1,-7.062
900,0,247.757,248.365,242.367,-0.629,-0.476,-1.075
900,1,250.337,245.904,233.103,-1.647,0.173,0.624
900,2,251.665,239.645,215.817,-0.673,-0.02,0.08
900,3,251.273,227.36,196.876,-0.646,-0.919,0.264
900,4,250.275,216.975,184.061,-0.949,0.33,-0.189
900,5,244.945,212.826,169.224,-1.014,-2.095,0.362
900,6,232.974,205.333,140.497,-0.726,-0.859,-0.654
900,7,200.705,204.007,78.4,0.008,-1.83,-1.856
900,8,196.515,216.013,25.667,3.067,-4.086,1.392
900,9,196.597,220.439,14.146,2.685,-4.281,1.319
900,10,243.66,248.011,244.7,-0.746,-0.757,-1.699
900,11,242.275,243.817,235.027,-0.015,-1.31,-2.038
900,12,242.831,235.145,218.255,-0.18,0.403,0.657
900,13,245.763,219.153,201.024,-0.935,1.596,0.024
900,14,246.842,205.698,186.923,-1.339,-0.697,-0.53
900,15,244.249,192.872,166.039,-0.339,-0.504,-1.501
900,16,232.866,179.248,126.704,1.698,-1.114,-0.036
900,17,217.232,172.361,88.398,1.096,-0.651,-0.638
900,18,205.757,177.179,40.685,-0.559,-1.755,-0.656
900,19,197.652,184.947,15.664,4.896,-0.043,3.228
900,20,207.074,240.742,241.03,-2.974,-1.345,-1.599
900,21,210.504,231.762,232.881,2.331,1.416,0.875
900,22,216.651,208.123,220.764,0.248,-0.127,0.429
900,23,227.485,185.946,212.695,0.959,0.881,-0.487
900,24,235.87,164.569,204.916,-0.99,3.578,-3.736
900,25,238.654,158.19,168.458,0.182,0.265,1.499
900,26,236.747,145.709,121.441,0.142,-0.345,-0.48
900,27,230.061,142.194,87.798,-1.294,1.861,-0.399
900,28,208.651,138.944,45.03,6.258,0.071,4.796
900,29,196.393,139.092,25.151,4.545,1.631,3.828
900,30,163.843,226.42,234.051,1.734,2.068,-1.568
900,31,173.627,222.284,226.862,-0.13,-0.322,-0.662
900,32,198.112,196.472,221.819,-0.372,0.399,-0.145
900,33,214.2,163.604,215.309,-2.587,4.88,-2.122
900,34,218.809,144.685,211.671,-2.88,2.725,-4.587
900,35,226.845,134.388,178.915,-2.109,1.662,-3.448
900,36,232.082,127.763,123.764,-2.231,0.687,4.932
900,37,234.503,124.144,91.097,-2.645,3.091,0.276
900,38,221.136,117.215,52.381,-3.112,1.346,-1.458
900,39,205.467,110.346,28.101,6.03,-1.814,2.496
900,40,148.437,226.365,224.901,1.819,1.458,-3.597
900,41,154.491,224.398,217.861,0.771,0.291,0.554
900,42,170.055,202.069,199.832,-0.776,0.356,0.277
900,43,188.95,169.029,195.411,-0.779,-1.094,0.171
900,44,195.963,150.268,196.022,-3.324,0.74,-3.163
